[2022-11-01 13:14:32,666][lightning][INFO] - successful load initial weights
[2022-11-01 13:23:09,420][lightning][INFO] - reference : джой сири подскажи баланс моей карты альфа банк
[2022-11-01 13:23:09,421][lightning][INFO] - prediction: джой сил подскажи балансное карты альфобаннк
[2022-11-01 13:23:11,725][lightning][INFO] - reference : джой официальное название лефортовская тюрьма
[2022-11-01 13:23:11,725][lightning][INFO] - prediction: джой пофисальной названире фооскотерма
[2022-11-01 13:23:13,952][lightning][INFO] - reference : сбер какая валюта у жителей канадских островов
[2022-11-01 13:23:13,952][lightning][INFO] - prediction: сбер какая валю ко жетелехконарский хостролов
[2022-11-01 13:23:15,900][lightning][INFO] - reference : джой включи в поисках клада от влада
[2022-11-01 13:23:15,900][lightning][INFO] - prediction: джой включи впуискахлда аклата
[2022-11-01 13:23:17,588][lightning][INFO] - reference : салют что изображено на банкноте достоинством сто долларов
[2022-11-01 13:23:17,588][lightning][INFO] - prediction: салют что изариж мокмате дастотомстолора
[2022-11-01 13:23:20,052][lightning][INFO] - reference : афина какая самая широкая река в южноафриканской республике
[2022-11-01 13:23:20,052][lightning][INFO] - prediction: афина какая сомошерокорикабеежна оиконскоиспублите
[2022-11-01 13:23:22,024][lightning][INFO] - reference : сбер сколько мне можно еще поспать до того как будильник зазвонит
[2022-11-01 13:23:22,024][lightning][INFO] - prediction: сбер сколько мне мжнисче поспа до тово оопрудиниса звони
[2022-11-01 13:23:24,127][lightning][INFO] - reference : сбер где найдено больше всего ископаемых перепончатокрылых
[2022-11-01 13:23:24,127][lightning][INFO] - prediction: сбер где найди на больше сегос катаймо перебочиты крех
[2022-11-01 13:23:25,232][lightning][INFO] - reference : сбер оплати телефонный счет
[2022-11-01 13:23:25,232][lightning][INFO] - prediction: сбер опок телепон чет
[2022-11-01 13:23:26,531][lightning][INFO] - reference : салют бронь недалеко от дома на пятницу на восемь вечера
[2022-11-01 13:23:26,531][lightning][INFO] - prediction: салют бони длигойдон нагер натиногочеычеро
[2022-11-01 13:23:28,001][lightning][INFO] - reference : афина курс доллара на сегодня в сбербанке
[2022-11-01 13:23:28,001][lightning][INFO] - prediction: иаволдол назевоня сберван
[2022-11-01 13:23:29,244][lightning][INFO] - reference : салют вывести деньги ивану один миллион
[2022-11-01 13:23:29,244][lightning][INFO] - prediction: салют ныести тденькилевана вадинмилело
[2022-11-01 13:23:30,481][lightning][INFO] - reference : салют подскажи пожалуйста что такое сбербанк
[2022-11-01 13:23:30,481][lightning][INFO] - prediction: аит поскажи пожалуйста что таку сбербок
[2022-11-01 13:23:31,553][lightning][INFO] - reference : сбер будильник необходимо поставить на девять часов
[2022-11-01 13:23:31,554][lightning][INFO] - prediction: сбер пудинетне ходи постать надене часов
[2022-11-01 13:23:32,861][lightning][INFO] - reference : афина добрый день почему мне пришли смс об отмене ареста средств по исполнительному
[2022-11-01 13:23:32,861][lightning][INFO] - prediction: афина доброй день почемуне прочсямастобонилесто сет в поспаните
[2022-11-01 13:23:34,225][lightning][INFO] - reference : афина какие виды макрос
[2022-11-01 13:23:34,225][lightning][INFO] - prediction: афина какие видек марос
[2022-11-01 13:23:35,552][lightning][INFO] - reference : джой переведи тысячу рублей моему заму иванову
[2022-11-01 13:23:35,552][lightning][INFO] - prediction: джой переведи тысячу рублимы зануи ваному
[2022-11-01 13:23:37,213][lightning][INFO] - reference : джой какие виды объединения италии ты знаешь
[2022-11-01 13:23:37,214][lightning][INFO] - prediction: джой какие вигабединени талю ты знаешь
[2022-11-01 13:23:38,603][lightning][INFO] - reference : сбер она моя жена
[2022-11-01 13:23:38,603][lightning][INFO] - prediction: сбер навыжина
[2022-11-01 13:23:39,994][lightning][INFO] - reference : афина что делать если потеряла карту сбербанка
[2022-11-01 13:23:39,994][lightning][INFO] - prediction: афина что денати зе пуделявой карту сбербанка
[2022-11-01 13:23:41,186][lightning][INFO] - reference : сбер здравствуйте как подключить
[2022-11-01 13:23:41,187][lightning][INFO] - prediction: бей дораствуйтекарты пеи
[2022-11-01 13:23:42,452][lightning][INFO] - reference : салют оплатите связь
[2022-11-01 13:23:42,452][lightning][INFO] - prediction: салют поплодити сес
[2022-11-01 13:23:43,535][lightning][INFO] - reference : джой помоги найти банкомат улица ленина сорок восемь
[2022-11-01 13:23:43,535][lightning][INFO] - prediction: джой конадимясибанкоматтроли сменея с воси
[2022-11-01 13:23:45,040][lightning][INFO] - reference : джой запусти проигрывание дальше
[2022-11-01 13:23:45,041][lightning][INFO] - prediction: джой са пстил пордигаваииташе
[2022-11-01 13:23:46,231][lightning][INFO] - reference : салют включи шоу хаски
[2022-11-01 13:23:46,231][lightning][INFO] - prediction: джой включишуухаси
[2022-11-01 13:23:47,819][lightning][INFO] - reference : афина найди ближайший банкомат газпрома
[2022-11-01 13:23:47,820][lightning][INFO] - prediction: афина дибяжныоманпспова
[2022-11-01 13:23:49,251][lightning][INFO] - reference : джой убери звук плиз
[2022-11-01 13:23:49,251][lightning][INFO] - prediction: жой убересвупис
[2022-11-01 13:23:50,491][lightning][INFO] - reference : афина включи каналы тайны галактики
[2022-11-01 13:23:50,491][lightning][INFO] - prediction: афина включиканал палйна голактики
[2022-11-01 13:23:51,663][lightning][INFO] - reference : сбер открой телеканал еда
[2022-11-01 13:23:51,663][lightning][INFO] - prediction: сбер опройтелеканал да
[2022-11-01 13:23:52,922][lightning][INFO] - reference : афина где выгоднее поменять чешскую крону на рубли
[2022-11-01 13:23:52,922][lightning][INFO] - prediction: афина где вокми меят ческокроннарубле
[2022-11-01 13:23:54,211][lightning][INFO] - reference : салют включи калинину
[2022-11-01 13:23:54,211][lightning][INFO] - prediction: салют включи каринив
[2022-11-01 13:23:55,310][lightning][INFO] - reference : джой когда появились первые понятия о климатических зонах
[2022-11-01 13:23:55,311][lightning][INFO] - prediction: джой кадапониисдевый понате тнатичкий бара
[2022-11-01 13:23:56,612][lightning][INFO] - reference : афина какие виды физиологической химии ты знаешь
[2022-11-01 13:23:56,613][lightning][INFO] - prediction: афина какие медывизодискысими ты знаешь
[2022-11-01 13:23:58,083][lightning][INFO] - reference : салют мне нужны деньги
[2022-11-01 13:23:58,083][lightning][INFO] - prediction: салют ленутмеделигеч
[2022-11-01 13:23:59,359][lightning][INFO] - reference : джой шерлок первый сезон первая серия
[2022-11-01 13:23:59,359][lightning][INFO] - prediction: джой шема пемосезоо дево сили
[2022-11-01 13:24:00,775][lightning][INFO] - reference : афина какая валюта в стране тонго
[2022-11-01 13:24:00,775][lightning][INFO] - prediction: афина какая валюта страние тана
[2022-11-01 13:24:02,122][lightning][INFO] - reference : джой подскажи пожалуйста баланс карты виза
[2022-11-01 13:24:02,122][lightning][INFO] - prediction: джой подскажи пожаллуйста паланс карте изо
[2022-11-01 13:24:03,318][lightning][INFO] - reference : салют какие виды стимпанка ты знаешь
[2022-11-01 13:24:03,318][lightning][INFO] - prediction: салют какие виды стипанка ты знаешь
[2022-11-01 13:24:04,472][lightning][INFO] - reference : афина круглосуточный банкомат двадцать четыре часа
[2022-11-01 13:24:04,472][lightning][INFO] - prediction: фина пдасичто банкомо басчтичса
[2022-11-01 13:24:05,831][lightning][INFO] - reference : джой как сделать идеальное пюре без комков не прибегая к ситечку
[2022-11-01 13:24:05,831][lightning][INFO] - prediction: джой какдезатеовыдено дескатокневнеботак сесяч
[2022-11-01 13:24:07,220][lightning][INFO] - reference : джой рики тики тави
[2022-11-01 13:24:07,220][lightning][INFO] - prediction: джой певики текитавишяттобоы
[2022-11-01 13:24:08,579][lightning][INFO] - reference : афина почему задние стекла автомобиля опускаются не до конца в отличие от передних
[2022-11-01 13:24:08,579][lightning][INFO] - prediction: афина почевузанестилавтмобера ускатьнитиконцса воличе ереи
[2022-11-01 13:24:09,710][lightning][INFO] - reference : сбер инстаграм аккаунт вигер
[2022-11-01 13:24:09,711][lightning][INFO] - prediction: сбер стаара канквибер
[2022-11-01 13:24:11,241][lightning][INFO] - reference : ева переключи на сбера
[2022-11-01 13:24:11,241][lightning][INFO] - prediction: села преключи на спера
[2022-11-01 13:24:12,773][lightning][INFO] - reference : афина алиса установить таймер на пятнадцать минут
[2022-11-01 13:24:12,773][lightning][INFO] - prediction: афина алисаусто навитаймерна пятнадцменут
[2022-11-01 13:24:13,931][lightning][INFO] - reference : сбер моя жизнь одинока и непонятна
[2022-11-01 13:24:13,932][lightning][INFO] - prediction: сбер мяси адинакат пине балярна
[2022-11-01 13:24:15,451][lightning][INFO] - reference : афина насчет оформления кредита
[2022-11-01 13:24:15,451][lightning][INFO] - prediction: афин мочетохормене ретиу
[2022-11-01 13:24:16,878][lightning][INFO] - reference : афина сколько времени на ваших часах
[2022-11-01 13:24:16,879][lightning][INFO] - prediction: афина сколько в меи на машкчаса
[2022-11-01 13:24:18,267][lightning][INFO] - reference : джой какое место
[2022-11-01 13:24:18,267][lightning][INFO] - prediction: джой какой яснаст
[2022-11-01 13:24:19,564][lightning][INFO] - reference : джой переведи пятьдесят долларов игорь работа
[2022-11-01 13:24:19,564][lightning][INFO] - prediction: джой береведи пятьдесаттуна еми поработа
[2022-11-01 13:24:20,781][lightning][INFO] - reference : салют включи кекер
[2022-11-01 13:24:20,781][lightning][INFO] - prediction: салют включи тетер
[2022-11-01 13:24:22,101][lightning][INFO] - reference : салют какие секреты работы тимура козинцева
[2022-11-01 13:24:22,101][lightning][INFO] - prediction: салют каки секреторабодевураказинцеа
[2022-11-01 13:24:23,575][lightning][INFO] - reference : афина который час я успею к двенадцати на встречу
[2022-11-01 13:24:23,575][lightning][INFO] - prediction: афина которичас ялвпегденадцатена втриче
[2022-11-01 13:24:24,958][lightning][INFO] - reference : джой включи картун нетворк россия
[2022-11-01 13:24:24,958][lightning][INFO] - prediction: джой включи картуменетвакнароси
[2022-11-01 13:24:26,196][lightning][INFO] - reference : джой какие виды эпического театра ты знаешь
[2022-11-01 13:24:26,196][lightning][INFO] - prediction: джой какие видыепическо ротерадраты знаешь
[2022-11-01 13:24:27,264][lightning][INFO] - reference : как пополнить сбер счет абонента другого оператора
[2022-11-01 13:24:27,264][lightning][INFO] - prediction: ко понсбер чет овонивуоготров
[2022-11-01 13:24:29,086][lightning][INFO] - reference : джой почему минус на карте
[2022-11-01 13:24:29,086][lightning][INFO] - prediction: джой почему менувна карце
[2022-11-01 13:24:30,405][lightning][INFO] - reference : сбер поехали к банкомату сбербанка
[2022-11-01 13:24:30,405][lightning][INFO] - prediction: сбер поехаре банкомату сбербанка
[2022-11-01 13:24:31,697][lightning][INFO] - reference : салют винни пух
[2022-11-01 13:24:31,697][lightning][INFO] - prediction: салют ленику
[2022-11-01 13:24:33,127][lightning][INFO] - reference : джой какой род занятий у шерлок холмс
[2022-11-01 13:24:33,127][lightning][INFO] - prediction: джой какой трознятиушеракоу
[2022-11-01 13:24:34,459][lightning][INFO] - reference : джой поставь пожалуйста песню моргенштерна
[2022-11-01 13:24:34,459][lightning][INFO] - prediction: джой постаь аис жалуста писнимодиместарна
[2022-11-01 13:24:35,499][lightning][INFO] - reference : афина здравствуй подскажи пожалуйста баланс моей карты
[2022-11-01 13:24:35,500][lightning][INFO] - prediction: афина васимасаи бжалса болосной карта
[2022-11-01 13:24:36,899][lightning][INFO] - reference : сбер сделай меньше яркость в зале
[2022-11-01 13:24:36,899][lightning][INFO] - prediction: сбер гделамечи ято ззае
[2022-11-01 13:24:38,111][lightning][INFO] - reference : салют набрать номер техподдержки сбербанка
[2022-11-01 13:24:38,112][lightning][INFO] - prediction: салют накрая номертех потешки спетбанта
[2022-11-01 13:24:40,178][lightning][INFO] - reference : салют подскажи мне время на данный момент
[2022-11-01 13:24:40,178][lightning][INFO] - prediction: салют подскажи мне времянаданемоет
[2022-11-01 13:24:41,497][lightning][INFO] - reference : афина греф китаец
[2022-11-01 13:24:41,497][lightning][INFO] - prediction: афина грерки даесь
[2022-11-01 13:24:42,854][lightning][INFO] - reference : афина назови участников американо мексиканской войны
[2022-11-01 13:24:42,854][lightning][INFO] - prediction: афина назаве ченикофат омереканами си канскувани
[2022-11-01 13:24:44,430][lightning][INFO] - reference : афина куда они ушли
[2022-11-01 13:24:44,430][lightning][INFO] - prediction: афина пуданина ш
[2022-11-01 13:24:45,612][lightning][INFO] - reference : афина пока баиньки спокойной ночи
[2022-11-01 13:24:45,612][lightning][INFO] - prediction: афина акбаики в поконинач
[2022-11-01 13:24:46,957][lightning][INFO] - reference : скажи где находятся ближайшие банкоматы сбербанка
[2022-11-01 13:24:46,958][lightning][INFO] - prediction: кжи де наудится ближайший банкоматы сбербанка
[2022-11-01 13:24:48,188][lightning][INFO] - reference : салют я знаю ты умеешь рассказывать интересные истории
[2022-11-01 13:24:48,188][lightning][INFO] - prediction: салют ена помеческатедевеснстор
[2022-11-01 13:24:49,625][lightning][INFO] - reference : салют покажи канал телевидения восток тв
[2022-11-01 13:24:49,625][lightning][INFO] - prediction: салют покажи канал телеведения вастоктоба
[2022-11-01 13:24:50,907][lightning][INFO] - reference : салют может ли меняться группа крови у человека
[2022-11-01 13:24:50,907][lightning][INFO] - prediction: салют ножедлименятся групукроличелоек
[2022-11-01 13:24:52,267][lightning][INFO] - reference : салют что значит датировать
[2022-11-01 13:24:52,267][lightning][INFO] - prediction: салют что зночить детировуть
[2022-11-01 13:24:53,554][lightning][INFO] - reference : афина пришлите комиссию за перевод
[2022-11-01 13:24:53,555][lightning][INFO] - prediction: афина причите коис зперео
[2022-11-01 13:24:55,126][lightning][INFO] - reference : джой умножить пять на семь
[2022-11-01 13:24:55,126][lightning][INFO] - prediction: джой ножи пе насе
[2022-11-01 13:24:56,324][lightning][INFO] - reference : джой алиса отключи звук будильника
[2022-11-01 13:24:56,325][lightning][INFO] - prediction: джой алисат кочеро будельника
[2022-11-01 13:24:57,621][lightning][INFO] - reference : джой в состав чего входит трипольская культура
[2022-11-01 13:24:57,621][lightning][INFO] - prediction: джой состав чего ходй кибыска утура
[2022-11-01 13:24:58,782][lightning][INFO] - reference : сбер какая сегодня будет погода
[2022-11-01 13:24:58,782][lightning][INFO] - prediction: сбер пакая сегодибуд погода
[2022-11-01 13:25:00,021][lightning][INFO] - reference : салют где находится ближайший магазин с банкоматом
[2022-11-01 13:25:00,022][lightning][INFO] - prediction: салют ге находся ближайший мабызинсбнкамалту
[2022-11-01 13:25:01,736][lightning][INFO] - reference : сбер в каких источниках описывается свадьба
[2022-11-01 13:25:01,736][lightning][INFO] - prediction: сбер скаких источникахопизываеся вскранку
[2022-11-01 13:25:03,292][lightning][INFO] - reference : салют узнать остаток по карте дебетовой
[2022-11-01 13:25:03,293][lightning][INFO] - prediction: салют унайтоспатат покарте бенетво
[2022-11-01 13:25:04,524][lightning][INFO] - reference : афина сбор каких грибов приобрел коммерческое значение
[2022-11-01 13:25:04,524][lightning][INFO] - prediction: афина зплотаемимо прялеконеискозначения
[2022-11-01 13:25:05,708][lightning][INFO] - reference : сбер а трейлер к фильму король лев
[2022-11-01 13:25:05,709][lightning][INFO] - prediction: сбер октрее фильму корлет
[2022-11-01 13:25:07,012][lightning][INFO] - reference : сбер дочерние банки это что значит
[2022-11-01 13:25:07,013][lightning][INFO] - prediction: сбер здовчи мне ант точтонач
[2022-11-01 13:25:08,250][lightning][INFO] - reference : салют меня не любит физичка
[2022-11-01 13:25:08,251][lightning][INFO] - prediction: салют меняни любы физичко
[2022-11-01 13:25:09,466][lightning][INFO] - reference : сбер у какого региона феникс столица
[2022-11-01 13:25:09,466][lightning][INFO] - prediction: сбер какориделана федиекс сталице
[2022-11-01 13:25:11,004][lightning][INFO] - reference : афина смотреть канал телевидения телеканал театр
[2022-11-01 13:25:11,004][lightning][INFO] - prediction: афина насмотреь телеа аналтеевидинителеканал тет
[2022-11-01 13:25:12,406][lightning][INFO] - reference : афина удиви новым фактором для меня
[2022-11-01 13:25:12,406][lightning][INFO] - prediction: афина уди ли равон фако иия
[2022-11-01 13:25:14,007][lightning][INFO] - reference : сбер сколько сейчас на часах
[2022-11-01 13:25:14,008][lightning][INFO] - prediction: сбер сколько сейчаснучася
[2022-11-01 13:25:15,290][lightning][INFO] - reference : джой это точно
[2022-11-01 13:25:15,291][lightning][INFO] - prediction: джой ээтоточно
[2022-11-01 13:25:16,464][lightning][INFO] - reference : афина перевела деньги с карты на телефон баланс еще не изменился можно узнать причину
[2022-11-01 13:25:16,465][lightning][INFO] - prediction: афина переголодинтисатмы ислефооны балансяченезневсоможознопичи
[2022-11-01 13:25:17,768][lightning][INFO] - reference : джой помоги мне встать в шесть двадцать на работу
[2022-11-01 13:25:17,768][lightning][INFO] - prediction: джой помодиня лштат ушездабснамиду
[2022-11-01 13:25:19,366][lightning][INFO] - reference : афина алиса помоги мне перевести деньги пятьсот рублей на счет телесети плюс
[2022-11-01 13:25:19,367][lightning][INFO] - prediction: афина алеса помодим превести деньги дысут рубляй насчетересяти плюс
[2022-11-01 13:25:20,990][lightning][INFO] - reference : сбер каково это жить в венеции афина открой телеканал россия
[2022-11-01 13:25:20,991][lightning][INFO] - prediction: сбер какажифменее тцидеафина коклытевеканал росси
[2022-11-01 13:25:22,184][lightning][INFO] - reference : джой у завьяловой татьяны есть семья
[2022-11-01 13:25:22,184][lightning][INFO] - prediction: джой узовоиловой портеяны дессипе
[2022-11-01 13:25:23,741][lightning][INFO] - reference : афина в каком году вышел фильм терминатор
[2022-11-01 13:25:23,741][lightning][INFO] - prediction: афина в каком вадовсофильтерменатор
[2022-11-01 13:25:25,130][lightning][INFO] - reference : афина сыграй жанр русский рэп
[2022-11-01 13:25:25,130][lightning][INFO] - prediction: афина сыграе жан вуски
[2022-11-01 13:25:26,485][lightning][INFO] - reference : сбер что является валютой в египте
[2022-11-01 13:25:26,485][lightning][INFO] - prediction: сбер что ляеся валют игити
[2022-11-01 13:25:27,612][lightning][INFO] - reference : сбер к какому территориальному банку относится республика татарстан
[2022-11-01 13:25:27,613][lightning][INFO] - prediction: сбер каком мателетрильногу банклатносся респуликор тарста
[2022-11-01 13:25:28,939][lightning][INFO] - reference : афина какие города стоят на реке волге
[2022-11-01 13:25:28,940][lightning][INFO] - prediction: афина кики продоруспедовееодер
[2022-11-01 13:25:30,221][lightning][INFO] - reference : афина добрый день я заказывала новую карту когда я могу ее забрать
[2022-11-01 13:25:30,222][lightning][INFO] - prediction: афина добры деньезаказунуву карту когда молизукаь
[2022-11-01 13:25:31,580][lightning][INFO] - reference : салют какие деньги в болгарии
[2022-11-01 13:25:31,580][lightning][INFO] - prediction: салют какие денг ны колдами
[2022-11-01 13:25:33,301][lightning][INFO] - reference : сбер как добраться до ближайшего банкомата сбербанка
[2022-11-01 13:25:33,302][lightning][INFO] - prediction: сбер катобраси по ближайшиг банкоматы сбербанка
[2022-11-01 13:25:34,497][lightning][INFO] - reference : сбер влад и никита
[2022-11-01 13:25:34,498][lightning][INFO] - prediction: сбер знлав финикитан
[2022-11-01 13:25:35,995][lightning][INFO] - reference : салют поедем в курск скоро расскажи про погоду
[2022-11-01 13:25:35,995][lightning][INFO] - prediction: салют аитавкукора скажикра погода
[2022-11-01 13:25:37,306][lightning][INFO] - reference : джой оплатить счет мп и рц
[2022-11-01 13:25:37,307][lightning][INFO] - prediction: джой поплатить сйчет инт иперци
[2022-11-01 13:25:38,697][lightning][INFO] - reference : салют голосовой помощник включи мне музыку через три минутки
[2022-11-01 13:25:38,697][lightning][INFO] - prediction: оспучич епысалют ызиомошн потине музумшре тринното
[2022-11-01 13:25:40,035][lightning][INFO] - reference : сбер переведи деньги антону
[2022-11-01 13:25:40,035][lightning][INFO] - prediction: сбер переведи деньге антона
[2022-11-01 13:25:41,473][lightning][INFO] - reference : сбер как называется столица королевства вандалов и аланов
[2022-11-01 13:25:41,473][lightning][INFO] - prediction: сбер как нзывается столите хоралесто вондалови алано
[2022-11-01 13:25:43,086][lightning][INFO] - reference : джой мне нужно перевыпустить карту соедините с сотрудником банка
[2022-11-01 13:25:43,086][lightning][INFO] - prediction: джой мене ножно ерекодпатить кактуседемете сотруний комбанка
[2022-11-01 13:25:44,368][lightning][INFO] - reference : салют добрый день мне нужна справка о переводе за третье ноль пятое
[2022-11-01 13:25:44,369][lightning][INFO] - prediction: салют добрый де мне нужестравкао переводе сотрытельном ата
[2022-11-01 13:25:45,470][lightning][INFO] - reference : афина открой телеканал россия
[2022-11-01 13:25:45,470][lightning][INFO] - prediction: афина тлутилеканал росиик
[2022-11-01 13:25:47,076][lightning][INFO] - reference : салют что изображено на тысячной купюре
[2022-11-01 13:25:47,076][lightning][INFO] - prediction: салют что забш нанатуснокоода
[2022-11-01 13:25:48,496][lightning][INFO] - reference : джой привет алиса какая валюта в городе нью йорк
[2022-11-01 13:25:48,496][lightning][INFO] - prediction: джой пригталиса какая валюта городенеярк
[2022-11-01 13:25:49,991][lightning][INFO] - reference : афина заведи дебетовую карту в банке
[2022-11-01 13:25:49,991][lightning][INFO] - prediction: афина заведи деньбитому карту барке
[2022-11-01 13:25:51,329][lightning][INFO] - reference : салют какие виды крыш из нержавеющей стали ты знаешь
[2022-11-01 13:25:51,329][lightning][INFO] - prediction: салют какие виды крысы снизавишее ищистали ты знаешь
[2022-11-01 13:25:52,688][lightning][INFO] - reference : джой фильм бросок кобры
[2022-11-01 13:25:52,689][lightning][INFO] - prediction: джой фильм росок кобры
[2022-11-01 13:25:54,239][lightning][INFO] - reference : сбер кто папа икар
[2022-11-01 13:25:54,240][lightning][INFO] - prediction: сбер кто попоикар
[2022-11-01 13:25:55,862][lightning][INFO] - reference : афина могу ли я забрать позже свою выпущенную карту
[2022-11-01 13:25:55,862][lightning][INFO] - prediction: афина магулиня набрат покисевыпощино карты
[2022-11-01 13:25:57,122][lightning][INFO] - reference : афина шутки про сбербанк
[2022-11-01 13:25:57,122][lightning][INFO] - prediction: афина шуткитр сбербанк
[2022-11-01 13:25:58,359][lightning][INFO] - reference : джой сделай карту
[2022-11-01 13:25:58,360][lightning][INFO] - prediction: джой исделай карту
[2022-11-01 13:25:59,738][lightning][INFO] - reference : джой совершить перевод коллеге семену
[2022-11-01 13:25:59,738][lightning][INFO] - prediction: джой слеший переводкаледеслененом
[2022-11-01 13:26:01,212][lightning][INFO] - reference : у какого семейства куколок на конце тела остается шкурка личинки последнего возраста джой все текущие балансы карт
[2022-11-01 13:26:01,212][lightning][INFO] - prediction: папок семисту уголаконакацати ностаитс скомл колеченте постене бозроскаджой ссетекче баланса карте
[2022-11-01 13:26:02,495][lightning][INFO] - reference : сбер как после просмотра трех российских комедий подряд избавиться от ощущения что мир населен слабоумными похотливыми алкоголиками
[2022-11-01 13:26:02,495][lightning][INFO] - prediction: сбер как поепрасмотреть трекрасиски конеде подряитватсо тысчящене чтонерна селяц нодоумре покотивунакоборикоме
[2022-11-01 13:26:03,873][lightning][INFO] - reference : афина в каком городе фиджи меньше всего жителей
[2022-11-01 13:26:03,874][lightning][INFO] - prediction: афина вкаком городир филебежеменшисевошиителене
[2022-11-01 13:26:05,136][lightning][INFO] - reference : салют здравствуйте как сменить номер на котором зарегистрирован сбербанк онлайн
[2022-11-01 13:26:05,136][lightning][INFO] - prediction: салют здравствуйте каксменет новерна хотразаргестреравон сбербанкомлай
[2022-11-01 13:26:06,655][lightning][INFO] - reference : джой в каком регионе находится хаджали
[2022-11-01 13:26:06,655][lightning][INFO] - prediction: жой каком нагеоне находится ходжаи
[2022-11-01 13:26:07,867][lightning][INFO] - reference : джой прошу найти фильм жанр исторический
[2022-11-01 13:26:07,868][lightning][INFO] - prediction: джой прочулате фильм жанро сторически
[2022-11-01 13:26:09,396][lightning][INFO] - reference : афина сбросить вызов
[2022-11-01 13:26:09,396][lightning][INFO] - prediction: афина збрасите безоф
[2022-11-01 13:26:10,813][lightning][INFO] - reference : салют пришли ссылку на оформление кредитной карты
[2022-11-01 13:26:10,813][lightning][INFO] - prediction: салют ишнисопнапрменикрадитной карты
[2022-11-01 13:26:12,060][lightning][INFO] - reference : афина мне очень плохо давай дружить
[2022-11-01 13:26:12,060][lightning][INFO] - prediction: афина мня лошеплохдава друшить
[2022-11-01 13:26:13,562][lightning][INFO] - reference : афина чем отличается кадровая структура айти отрасли россии от структур других стран
[2022-11-01 13:26:13,562][lightning][INFO] - prediction: афина чем м отачатсякодрово структорачелотрасни россеспротонбрукихстра
[2022-11-01 13:26:14,843][lightning][INFO] - reference : сбер как понять что у тебя депрессия
[2022-11-01 13:26:14,843][lightning][INFO] - prediction: сбер как поняь чту у дебати просси
[2022-11-01 13:26:16,006][lightning][INFO] - reference : афина сбербанк есть в других странах
[2022-11-01 13:26:16,006][lightning][INFO] - prediction: афина усбербанк ести орги сторона
[2022-11-01 13:26:17,089][lightning][INFO] - reference : джой найди фильм комедию
[2022-11-01 13:26:17,089][lightning][INFO] - prediction: джой найди фильм канеде
[2022-11-01 13:26:18,615][lightning][INFO] - reference : сбер сколько занимает харьковщина
[2022-11-01 13:26:18,615][lightning][INFO] - prediction: сбер сколькоа занимаехарточино
[2022-11-01 13:26:20,018][lightning][INFO] - reference : афина как скрыть тату перед военным медосмотром
[2022-11-01 13:26:20,019][lightning][INFO] - prediction: афина какскре тато прегвоянонне тосмотрум
[2022-11-01 13:26:21,445][lightning][INFO] - reference : джой узнать курс продажи доллара на сегодня
[2022-11-01 13:26:21,445][lightning][INFO] - prediction: джой пузнать кусподажидовара сего
[2022-11-01 13:26:23,023][lightning][INFO] - reference : салют какие виды анализ крови ты знаешь
[2022-11-01 13:26:23,023][lightning][INFO] - prediction: салют какие виды оналискмолиты знаешь
[2022-11-01 13:26:24,483][lightning][INFO] - reference : афина какие виды
[2022-11-01 13:26:24,483][lightning][INFO] - prediction: афина какие виды исе десять
[2022-11-01 13:26:25,838][lightning][INFO] - reference : джой простите сегодня забрать карту времени не будет можно ли перенести ее выдачу
[2022-11-01 13:26:25,838][lightning][INFO] - prediction: джой прастите сегодн забрать карту ими вреденигуе ножнои пенестиревыниче
[2022-11-01 13:26:27,005][lightning][INFO] - reference : салют подскажи баланс кредитной карты
[2022-11-01 13:26:27,006][lightning][INFO] - prediction: салют одскажи баланс крюдиткой карты
[2022-11-01 13:26:28,219][lightning][INFO] - reference : афина запустить каналы культура
[2022-11-01 13:26:28,219][lightning][INFO] - prediction: афина запусти канаву клиполр
[2022-11-01 13:26:29,401][lightning][INFO] - reference : афина пожалуйста переведите деньги коллеге
[2022-11-01 13:26:29,401][lightning][INFO] - prediction: афина пожалуйста памветедени алеге
[2022-11-01 13:26:30,627][lightning][INFO] - reference : джой ну хорошо
[2022-11-01 13:26:30,627][lightning][INFO] - prediction: джой мухрочу
[2022-11-01 13:26:32,084][lightning][INFO] - reference : салют не могу разобраться как включить уведомления по новой карте не могли бы вы включить
[2022-11-01 13:26:32,084][lightning][INFO] - prediction: салют оногожза брадскак плючить видобления подовой картсми модли бобле прючу
[2022-11-01 13:26:33,485][lightning][INFO] - reference : джой каким бывает капитал
[2022-11-01 13:26:33,485][lightning][INFO] - prediction: джой кагде гохает парпета
[2022-11-01 13:26:34,794][lightning][INFO] - reference : афина онлайн фильм ладога
[2022-11-01 13:26:34,794][lightning][INFO] - prediction: афина кулаейн фильмладоге
[2022-11-01 13:26:36,107][lightning][INFO] - reference : джой переведи пожалуйста деньги надежде
[2022-11-01 13:26:36,107][lightning][INFO] - prediction: джой переведи пожалуйста денрима дежна
[2022-11-01 13:26:37,340][lightning][INFO] - reference : салют любовь жестока
[2022-11-01 13:26:37,340][lightning][INFO] - prediction: салют люполеже стока
[2022-11-01 13:26:38,612][lightning][INFO] - reference : джой не так громко
[2022-11-01 13:26:38,612][lightning][INFO] - prediction: джой такронк
[2022-11-01 13:26:40,222][lightning][INFO] - reference : салют сделай немного ярче в столовой
[2022-11-01 13:26:40,223][lightning][INFO] - prediction: салют сделани моголячестоловы
